10	100
0.00E+00	0.00E+00
0.00E+00	1.11E-03
0.00E+00	2.22E-03
0.00E+00	3.33E-03
0.00E+00	4.44E-03
0.00E+00	5.56E-03
0.00E+00	6.67E-03
0.00E+00	7.78E-03
0.00E+00	8.89E-03
0.00E+00	1.00E-02
1.01E-03	0.00E+00
1.01E-03	1.11E-03
1.01E-03	2.22E-03
1.01E-03	3.33E-03
1.01E-03	4.44E-03
1.01E-03	5.56E-03
1.01E-03	6.67E-03
1.01E-03	7.78E-03
1.01E-03	8.89E-03
1.01E-03	1.00E-02
2.02E-03	0.00E+00
2.02E-03	1.11E-03
2.02E-03	2.22E-03
2.02E-03	3.33E-03
2.02E-03	4.44E-03
2.02E-03	5.56E-03
2.02E-03	6.67E-03
2.02E-03	7.78E-03
2.02E-03	8.89E-03
2.02E-03	1.00E-02
3.03E-03	0.00E+00
3.03E-03	1.11E-03
3.03E-03	2.22E-03
3.03E-03	3.33E-03
3.03E-03	4.44E-03
3.03E-03	5.56E-03
3.03E-03	6.67E-03
3.03E-03	7.78E-03
3.03E-03	8.89E-03
3.03E-03	1.00E-02
4.04E-03	0.00E+00
4.04E-03	1.11E-03
4.04E-03	2.22E-03
4.04E-03	3.33E-03
4.04E-03	4.44E-03
4.04E-03	5.56E-03
4.04E-03	6.67E-03
4.04E-03	7.78E-03
4.04E-03	8.89E-03
4.04E-03	1.00E-02
5.05E-03	0.00E+00
5.05E-03	1.11E-03
5.05E-03	2.22E-03
5.05E-03	3.33E-03
5.05E-03	4.44E-03
5.05E-03	5.56E-03
5.05E-03	6.67E-03
5.05E-03	7.78E-03
5.05E-03	8.89E-03
5.05E-03	1.00E-02
6.06E-03	0.00E+00
6.06E-03	1.11E-03
6.06E-03	2.22E-03
6.06E-03	3.33E-03
6.06E-03	4.44E-03
6.06E-03	5.56E-03
6.06E-03	6.67E-03
6.06E-03	7.78E-03
6.06E-03	8.89E-03
6.06E-03	1.00E-02
7.07E-03	0.00E+00
7.07E-03	1.11E-03
7.07E-03	2.22E-03
7.07E-03	3.33E-03
7.07E-03	4.44E-03
7.07E-03	5.56E-03
7.07E-03	6.67E-03
7.07E-03	7.78E-03
7.07E-03	8.89E-03
7.07E-03	1.00E-02
8.08E-03	0.00E+00
8.08E-03	1.11E-03
8.08E-03	2.22E-03
8.08E-03	3.33E-03
8.08E-03	4.44E-03
8.08E-03	5.56E-03
8.08E-03	6.67E-03
8.08E-03	7.78E-03
8.08E-03	8.89E-03
8.08E-03	1.00E-02
9.09E-03	0.00E+00
9.09E-03	1.11E-03
9.09E-03	2.22E-03
9.09E-03	3.33E-03
9.09E-03	4.44E-03
9.09E-03	5.56E-03
9.09E-03	6.67E-03
9.09E-03	7.78E-03
9.09E-03	8.89E-03
9.09E-03	1.00E-02
1.01E-02	0.00E+00
1.01E-02	1.11E-03
1.01E-02	2.22E-03
1.01E-02	3.33E-03
1.01E-02	4.44E-03
1.01E-02	5.56E-03
1.01E-02	6.67E-03
1.01E-02	7.78E-03
1.01E-02	8.89E-03
1.01E-02	1.00E-02
1.11E-02	0.00E+00
1.11E-02	1.11E-03
1.11E-02	2.22E-03
1.11E-02	3.33E-03
1.11E-02	4.44E-03
1.11E-02	5.56E-03
1.11E-02	6.67E-03
1.11E-02	7.78E-03
1.11E-02	8.89E-03
1.11E-02	1.00E-02
1.21E-02	0.00E+00
1.21E-02	1.11E-03
1.21E-02	2.22E-03
1.21E-02	3.33E-03
1.21E-02	4.44E-03
1.21E-02	5.56E-03
1.21E-02	6.67E-03
1.21E-02	7.78E-03
1.21E-02	8.89E-03
1.21E-02	1.00E-02
1.31E-02	0.00E+00
1.31E-02	1.11E-03
1.31E-02	2.22E-03
1.31E-02	3.33E-03
1.31E-02	4.44E-03
1.31E-02	5.56E-03
1.31E-02	6.67E-03
1.31E-02	7.78E-03
1.31E-02	8.89E-03
1.31E-02	1.00E-02
1.41E-02	0.00E+00
1.41E-02	1.11E-03
1.41E-02	2.22E-03
1.41E-02	3.33E-03
1.41E-02	4.44E-03
1.41E-02	5.56E-03
1.41E-02	6.67E-03
1.41E-02	7.78E-03
1.41E-02	8.89E-03
1.41E-02	1.00E-02
1.52E-02	0.00E+00
1.52E-02	1.11E-03
1.52E-02	2.22E-03
1.52E-02	3.33E-03
1.52E-02	4.44E-03
1.52E-02	5.56E-03
1.52E-02	6.67E-03
1.52E-02	7.78E-03
1.52E-02	8.89E-03
1.52E-02	1.00E-02
1.62E-02	0.00E+00
1.62E-02	1.11E-03
1.62E-02	2.22E-03
1.62E-02	3.33E-03
1.62E-02	4.44E-03
1.62E-02	5.56E-03
1.62E-02	6.67E-03
1.62E-02	7.78E-03
1.62E-02	8.89E-03
1.62E-02	1.00E-02
1.72E-02	0.00E+00
1.72E-02	1.11E-03
1.72E-02	2.22E-03
1.72E-02	3.33E-03
1.72E-02	4.44E-03
1.72E-02	5.56E-03
1.72E-02	6.67E-03
1.72E-02	7.78E-03
1.72E-02	8.89E-03
1.72E-02	1.00E-02
1.82E-02	0.00E+00
1.82E-02	1.11E-03
1.82E-02	2.22E-03
1.82E-02	3.33E-03
1.82E-02	4.44E-03
1.82E-02	5.56E-03
1.82E-02	6.67E-03
1.82E-02	7.78E-03
1.82E-02	8.89E-03
1.82E-02	1.00E-02
1.92E-02	0.00E+00
1.92E-02	1.11E-03
1.92E-02	2.22E-03
1.92E-02	3.33E-03
1.92E-02	4.44E-03
1.92E-02	5.56E-03
1.92E-02	6.67E-03
1.92E-02	7.78E-03
1.92E-02	8.89E-03
1.92E-02	1.00E-02
2.02E-02	0.00E+00
2.02E-02	1.11E-03
2.02E-02	2.22E-03
2.02E-02	3.33E-03
2.02E-02	4.44E-03
2.02E-02	5.56E-03
2.02E-02	6.67E-03
2.02E-02	7.78E-03
2.02E-02	8.89E-03
2.02E-02	1.00E-02
2.12E-02	0.00E+00
2.12E-02	1.11E-03
2.12E-02	2.22E-03
2.12E-02	3.33E-03
2.12E-02	4.44E-03
2.12E-02	5.56E-03
2.12E-02	6.67E-03
2.12E-02	7.78E-03
2.12E-02	8.89E-03
2.12E-02	1.00E-02
2.22E-02	0.00E+00
